T16,Exchange rates,,,,,,,
Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
531,Curaçao,2015,Exchange rates: period average (national currency per US dollar),,,1.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
531,Curaçao,2019,Exchange rates: period average (national currency per US dollar),,,1.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
531,Curaçao,2020,Exchange rates: period average (national currency per US dollar),,,1.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
531,Curaçao,2021,Exchange rates: period average (national currency per US dollar),,,1.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
531,Curaçao,2022,Exchange rates: period average (national currency per US dollar),,,1.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
196,Cyprus,2005,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
196,Cyprus,2010,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
196,Cyprus,2015,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
196,Cyprus,2019,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
196,Cyprus,2020,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
196,Cyprus,2021,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
196,Cyprus,2022,Exchange rates: end of period (national currency per US dollar),Euro (EUR),,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
196,Cyprus,2005,Exchange rates: period average (national currency per US dollar),,,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
196,Cyprus,2010,Exchange rates: period average (national currency per US dollar),,,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
196,Cyprus,2015,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
196,Cyprus,2019,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
196,Cyprus,2020,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
196,Cyprus,2021,Exchange rates: period average (national currency per US dollar),,,0.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
196,Cyprus,2022,Exchange rates: period average (national currency per US dollar),,,0.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,1995,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,26.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,2005,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,24.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,2010,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,18.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,2015,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,24.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,2019,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,22.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,2020,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,21.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,2021,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,22.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,2022,Exchange rates: end of period (national currency per US dollar),Czech Koruna (CZK),,22.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,1995,Exchange rates: period average (national currency per US dollar),,,26.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,2005,Exchange rates: period average (national currency per US dollar),,,24.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,2010,Exchange rates: period average (national currency per US dollar),,,19.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,2015,Exchange rates: period average (national currency per US dollar),,,24.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,2019,Exchange rates: period average (national currency per US dollar),,,22.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,2020,Exchange rates: period average (national currency per US dollar),,,23.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,2021,Exchange rates: period average (national currency per US dollar),,,21.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
203,Czechia,2022,Exchange rates: period average (national currency per US dollar),,,23.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
408,Dem. People's Rep. Korea,2015,Exchange rates: end of period (national currency per US dollar),North Korean Won (KPW),,109.7,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
408,Dem. People's Rep. Korea,2019,Exchange rates: end of period (national currency per US dollar),North Korean Won (KPW),,107.7,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
408,Dem. People's Rep. Korea,2020,Exchange rates: end of period (national currency per US dollar),North Korean Won (KPW),,103.1,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
408,Dem. People's Rep. Korea,2021,Exchange rates: end of period (national currency per US dollar),North Korean Won (KPW),,110.0,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
408,Dem. People's Rep. Korea,2022,Exchange rates: end of period (national currency per US dollar),North Korean Won (KPW),,110.0,UN operational exchange rate.,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
180,Dem. Rep. of the Congo,1995,Exchange rates: end of period (national currency per US dollar),Congolese Franc (CDF),,0.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
180,Dem. Rep. of the Congo,2005,Exchange rates: end of period (national currency per US dollar),Congolese Franc (CDF),,431.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
180,Dem. Rep. of the Congo,2010,Exchange rates: end of period (national currency per US dollar),Congolese Franc (CDF),,915.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
180,Dem. Rep. of the Congo,2015,Exchange rates: end of period (national currency per US dollar),Congolese Franc (CDF),,926.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
180,Dem. Rep. of the Congo,2019,Exchange rates: end of period (national currency per US dollar),Congolese Franc (CDF),,"1,672.9",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
180,Dem. Rep. of the Congo,2020,Exchange rates: end of period (national currency per US dollar),Congolese Franc (CDF),,"1,971.8",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
180,Dem. Rep. of the Congo,2021,Exchange rates: end of period (national currency per US dollar),Congolese Franc (CDF),,"2,000.0",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
180,Dem. Rep. of the Congo,1995,Exchange rates: period average (national currency per US dollar),,,0.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
180,Dem. Rep. of the Congo,2005,Exchange rates: period average (national currency per US dollar),,,473.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
180,Dem. Rep. of the Congo,2010,Exchange rates: period average (national currency per US dollar),,,905.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
180,Dem. Rep. of the Congo,2015,Exchange rates: period average (national currency per US dollar),,,926.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
180,Dem. Rep. of the Congo,2019,Exchange rates: period average (national currency per US dollar),,,"1,647.8",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
180,Dem. Rep. of the Congo,2020,Exchange rates: period average (national currency per US dollar),,,"1,851.1",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
180,Dem. Rep. of the Congo,2021,Exchange rates: period average (national currency per US dollar),,,"1,989.4",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,1995,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,5.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,2005,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,6.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,2010,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,5.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,2015,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,6.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,2019,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,6.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,2020,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,6.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,2021,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,6.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,2022,Exchange rates: end of period (national currency per US dollar),Danish Krone (DKK),,7.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,1995,Exchange rates: period average (national currency per US dollar),,,5.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,2005,Exchange rates: period average (national currency per US dollar),,,6.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,2010,Exchange rates: period average (national currency per US dollar),,,5.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,2015,Exchange rates: period average (national currency per US dollar),,,6.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,2019,Exchange rates: period average (national currency per US dollar),,,6.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,2020,Exchange rates: period average (national currency per US dollar),,,6.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,2021,Exchange rates: period average (national currency per US dollar),,,6.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
208,Denmark,2022,Exchange rates: period average (national currency per US dollar),,,7.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,1995,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,2005,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,2010,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,2015,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,2019,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,2020,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,2021,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,2022,Exchange rates: end of period (national currency per US dollar),Djibouti Franc (DJF),,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,1995,Exchange rates: period average (national currency per US dollar),,,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,2005,Exchange rates: period average (national currency per US dollar),,,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,2010,Exchange rates: period average (national currency per US dollar),,,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,2015,Exchange rates: period average (national currency per US dollar),,,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,2019,Exchange rates: period average (national currency per US dollar),,,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,2020,Exchange rates: period average (national currency per US dollar),,,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,2021,Exchange rates: period average (national currency per US dollar),,,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
262,Djibouti,2022,Exchange rates: period average (national currency per US dollar),,,177.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,1995,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,2005,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,2010,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,2015,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,2019,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,2020,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,2021,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,2022,Exchange rates: end of period (national currency per US dollar),E. Caribbean Dollar (XCD),East Caribbean Dollar.,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,1995,Exchange rates: period average (national currency per US dollar),,,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,2005,Exchange rates: period average (national currency per US dollar),,,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,2010,Exchange rates: period average (national currency per US dollar),,,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,2015,Exchange rates: period average (national currency per US dollar),,,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,2019,Exchange rates: period average (national currency per US dollar),,,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,2020,Exchange rates: period average (national currency per US dollar),,,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,2021,Exchange rates: period average (national currency per US dollar),,,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
212,Dominica,2022,Exchange rates: period average (national currency per US dollar),,,2.7,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,1995,Exchange rates: end of period (national currency per US dollar),Dominican Peso (DOP),,12.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,2005,Exchange rates: end of period (national currency per US dollar),Dominican Peso (DOP),,34.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,2010,Exchange rates: end of period (national currency per US dollar),Dominican Peso (DOP),,37.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,2015,Exchange rates: end of period (national currency per US dollar),Dominican Peso (DOP),,45.6,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,2019,Exchange rates: end of period (national currency per US dollar),Dominican Peso (DOP),,53.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,2020,Exchange rates: end of period (national currency per US dollar),Dominican Peso (DOP),,58.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,2021,Exchange rates: end of period (national currency per US dollar),Dominican Peso (DOP),,57.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,2022,Exchange rates: end of period (national currency per US dollar),Dominican Peso (DOP),,56.4,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,1995,Exchange rates: period average (national currency per US dollar),,,12.9,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,2005,Exchange rates: period average (national currency per US dollar),,,30.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,2010,Exchange rates: period average (national currency per US dollar),,,36.8,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,2015,Exchange rates: period average (national currency per US dollar),,,45.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,2019,Exchange rates: period average (national currency per US dollar),,,51.3,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,2020,Exchange rates: period average (national currency per US dollar),,,56.5,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,2021,Exchange rates: period average (national currency per US dollar),,,57.2,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
214,Dominican Republic,2022,Exchange rates: period average (national currency per US dollar),,,55.1,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
218,Ecuador,2005,Exchange rates: end of period (national currency per US dollar),US Dollar (USD),,1.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
218,Ecuador,2010,Exchange rates: end of period (national currency per US dollar),US Dollar (USD),,1.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
218,Ecuador,2015,Exchange rates: end of period (national currency per US dollar),US Dollar (USD),,1.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
218,Ecuador,2019,Exchange rates: end of period (national currency per US dollar),US Dollar (USD),,1.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
218,Ecuador,2020,Exchange rates: end of period (national currency per US dollar),US Dollar (USD),,1.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
218,Ecuador,2021,Exchange rates: end of period (national currency per US dollar),US Dollar (USD),,1.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
218,Ecuador,2022,Exchange rates: end of period (national currency per US dollar),US Dollar (USD),,1.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
218,Ecuador,2005,Exchange rates: period average (national currency per US dollar),,,1.0,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2023."
